Gravedad,Modalidad,Motivación,Área Geográfica,Crímenes Graves,Crímenes Menores,Crímenes Violentos,Crímenes No Violentos,Crímenes Motivación Económica,Crímenes de Odio,Crímenes de Pasión/Venganza,Crímenes Urbanos,Crímenes Rurales,Naturaleza,Temporalidad,Involucramiento Tecnológico,Estado del Caso,Crímenes contra Personas,Crímenes contra Propiedad,Crímenes Sexuales,Crímenes Económicos,Crímenes Periodo Anual,Crímenes Hora Día,Cibercrímenes,Crímenes Tradicionales,Casos Resueltos,Casos no resueltos
Alta,Tráfico de drogas,Protesta,Zacatecas,7714,4035,Violación,Fraude,Lavado de dinero,Homofobia,Despecho,Vandalismo,Caza ilegal,Financiera,2024-02-01,Bajo,No resuelto,24,13,56,17,796,23,0,1,23,3
Media,Hurto menor,Rescate,Mérida,9446,8483,Asalto,Robo menor,Contrabando,Xenofobia,Celos,Robo,Caza ilegal,Oportunidad,2023-12-03,Alto,Resuelto,18,38,5,44,654,7,1,1,97,20
Alta,Homicidio,Rescate,Monterrey,3707,3237,Secuestro,Estafa,Fraude bancario,Racismo,Rencor,Asalto,Caza ilegal,Fraude,2023-11-09,Bajo,No resuelto,34,81,70,80,506,18,1,0,82,24
Alta,Asalto con violencia,Personal,Querétaro,7317,3983,Asalto,Fraude,Fraude bancario,Racismo,Celos,Asalto,Tráfico de especies,Criminal,2024-08-16,Bajo,No resuelto,88,42,56,64,520,3,1,1,42,36
Alta,Contrabando,Económica,Mexicali,9846,3349,Secuestro,Estafa,Lavado de dinero,Homofobia,Despecho,Robo,Tráfico de especies,Fraude,2024-09-04,Bajo,No resuelto,95,41,25,68,524,1,0,0,31,65
Media,Fraude electrónico,Financiera,Chihuahua,5693,7440,Homicidio,Fraude,Lavado de dinero,Racismo,Despecho,Vandalismo,Robo de ganado,Financiera,2024-02-02,Bajo,No resuelto,95,20,56,22,287,4,1,1,3,96
Baja,Vandalismo,Financiera,Saltillo,4942,9595,Secuestro,Robo menor,Contrabando,Racismo,Rencor,Asalto,Caza ilegal,Financiera,2023-12-14,Ninguno,No resuelto,57,30,29,58,807,10,1,1,60,57
Baja,Robo de vehículos,Rescate,Zacatecas,8137,6220,Asalto,Fraude,Contrabando,Xenofobia,Rencor,Asalto,Tráfico de especies,Fraude,2023-10-12,Bajo,Resuelto,16,35,45,46,58,5,1,0,71,8
Alta,Robo de identidad,Oportunidad,Mexicali,5639,7967,Secuestro,Fraude,Fraude bancario,Xenofobia,Celos,Asalto,Robo de ganado,Oportunidad,2024-08-17,Ninguno,Resuelto,82,12,58,91,496,13,0,0,2,10
Baja,Fraude bancario,Rescate,Mérida,1226,1621,Violación,Fraude,Fraude bancario,Racismo,Despecho,Vandalismo,Robo de ganado,Criminal,2024-01-22,Alto,Resuelto,91,14,72,22,577,11,1,0,100,1
Media,Daños a la propiedad,Oportunidad,Reynosa,6421,9993,Asalto,Robo menor,Fraude bancario,Xenofobia,Rencor,Vandalismo,Robo de ganado,Financiera,2023-11-17,Bajo,No resuelto,16,9,83,24,778,2,1,0,99,14
Alta,Estafa,Rencor,Saltillo,3449,6842,Homicidio,Estafa,Fraude bancario,Xenofobia,Despecho,Vandalismo,Caza ilegal,Criminal,2024-03-19,Bajo,No resuelto,40,92,87,67,922,22,0,0,55,67
Alta,Violencia doméstica,Oportunidad,Tijuana,1219,5741,Violación,Hurto,Lavado de dinero,Homofobia,Despecho,Vandalismo,Robo de ganado,Oportunidad,2023-10-25,Bajo,No resuelto,11,2,10,92,17,21,0,1,49,52
Media,Extorsión,Fraude,Torreón,8079,6188,Violación,Robo menor,Lavado de dinero,Racismo,Rencor,Robo,Caza ilegal,Oportunidad,2024-09-04,Bajo,Resuelto,29,83,13,58,51,1,1,1,30,97
Baja,Ciberacoso,Oportunidad,Reynosa,9412,320,Asalto,Hurto,Contrabando,Racismo,Celos,Vandalismo,Tráfico de especies,Fraude,2024-04-07,Ninguno,Resuelto,43,87,41,42,965,2,0,0,60,40
Media,Contrabando,Financiera,Mérida,2302,2624,Violación,Robo menor,Lavado de dinero,Xenofobia,Celos,Asalto,Tráfico de especies,Oportunidad,2024-06-24,Alto,Resuelto,94,29,83,67,248,11,1,1,65,63
Baja,Hurto menor,Financiera,Hermosillo,6036,8894,Secuestro,Fraude,Fraude bancario,Racismo,Celos,Asalto,Robo de ganado,Oportunidad,2023-12-26,Ninguno,No resuelto,33,37,69,74,31,16,1,1,62,2
Baja,Hurto,Criminal,Torreón,9481,5494,Asalto,Robo menor,Fraude bancario,Homofobia,Celos,Robo,Caza ilegal,Financiera,2024-01-25,Alto,No resuelto,99,26,29,86,731,16,0,0,39,25
Alta,Robo de identidad,Rencor,Chihuahua,4255,9306,Extorsión,Hurto,Contrabando,Xenofobia,Despecho,Robo,Robo de ganado,Oportunidad,2024-03-08,Bajo,No resuelto,54,54,71,59,598,17,0,1,64,64
Alta,Robo de vehículos,Rescate,Torreón,3873,5758,Homicidio,Robo menor,Contrabando,Homofobia,Celos,Vandalismo,Caza ilegal,Financiera,2024-04-18,Bajo,Resuelto,66,84,77,1,882,5,1,1,93,60
Baja,Estafa,Financiera,Querétaro,6550,365,Asalto,Fraude,Fraude bancario,Xenofobia,Rencor,Asalto,Robo de ganado,Criminal,2024-01-12,Alto,No resuelto,87,70,80,16,713,23,1,1,31,16
Alta,Fraude bancario,Financiera,Chihuahua,1498,3559,Violación,Estafa,Fraude bancario,Xenofobia,Rencor,Vandalismo,Robo de ganado,Criminal,2024-08-30,Bajo,No resuelto,74,31,14,92,980,24,0,1,59,42
Media,Daños a la propiedad,Personal,Toluca,2729,8906,Violación,Fraude,Fraude bancario,Xenofobia,Despecho,Vandalismo,Caza ilegal,Fraude,2024-08-14,Bajo,Resuelto,8,73,92,26,29,11,1,0,23,83
Alta,Estafa,Rescate,Mérida,9651,5709,Homicidio,Hurto,Lavado de dinero,Racismo,Despecho,Asalto,Tráfico de especies,Financiera,2024-07-18,Bajo,No resuelto,65,41,67,30,870,17,0,1,64,23
Baja,Hurto menor,Rescate,Zacatecas,4324,7144,Extorsión,Hurto,Lavado de dinero,Homofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-06-16,Ninguno,Resuelto,92,92,51,71,236,8,0,0,40,42
Baja,Homicidio,Fraude,Hermosillo,5,8179,Homicidio,Hurto,Fraude bancario,Xenofobia,Celos,Asalto,Robo de ganado,Fraude,2024-02-15,Alto,No resuelto,53,46,81,30,39,15,1,1,23,9
Alta,Daños a la propiedad,Protesta,León,263,5267,Homicidio,Fraude,Lavado de dinero,Racismo,Celos,Asalto,Caza ilegal,Oportunidad,2024-03-24,Alto,Resuelto,42,91,84,82,148,12,1,1,46,42
Media,Estafa,Financiera,Tijuana,2590,2021,Asalto,Robo menor,Lavado de dinero,Racismo,Rencor,Robo,Tráfico de especies,Financiera,2024-03-12,Ninguno,No resuelto,64,18,88,40,19,5,0,1,73,25
Media,Secuestro,Criminal,Zacatecas,422,9939,Extorsión,Hurto,Fraude bancario,Homofobia,Celos,Asalto,Caza ilegal,Financiera,2023-12-17,Bajo,Resuelto,26,73,49,73,341,24,1,1,39,86
Baja,Secuestro,Protesta,Reynosa,1950,3632,Asalto,Estafa,Contrabando,Racismo,Despecho,Vandalismo,Robo de ganado,Criminal,2023-10-24,Alto,Resuelto,25,43,29,56,898,22,0,0,96,15
Baja,Robo de identidad,Oportunidad,Saltillo,4077,6709,Violación,Robo menor,Contrabando,Homofobia,Despecho,Asalto,Robo de ganado,Criminal,2023-12-12,Bajo,No resuelto,90,40,25,1,872,22,0,0,51,48
Baja,Daños a la propiedad,Criminal,Guadalajara,4186,3502,Extorsión,Robo menor,Fraude bancario,Xenofobia,Rencor,Robo,Tráfico de especies,Financiera,2024-07-02,Bajo,No resuelto,56,37,57,59,50,2,1,1,68,49
Media,Acoso verbal,Personal,Tijuana,4207,2166,Violación,Robo menor,Lavado de dinero,Racismo,Rencor,Vandalismo,Robo de ganado,Fraude,2024-07-15,Bajo,No resuelto,62,14,37,56,268,6,0,0,8,34
Baja,Extorsión,Económica,Veracruz,1144,7811,Homicidio,Estafa,Lavado de dinero,Xenofobia,Rencor,Robo,Tráfico de especies,Fraude,2024-04-19,Bajo,Resuelto,87,91,24,98,586,20,1,0,13,71
Media,Fraude electrónico,Fraude,Torreón,642,4371,Asalto,Hurto,Lavado de dinero,Xenofobia,Despecho,Vandalismo,Robo de ganado,Fraude,2024-09-26,Alto,Resuelto,38,78,15,79,261,10,0,0,33,61
Alta,Homicidio,Personal,Querétaro,9095,135,Homicidio,Robo menor,Lavado de dinero,Homofobia,Celos,Robo,Tráfico de especies,Criminal,2024-09-26,Bajo,No resuelto,47,95,46,37,902,3,0,0,40,21
Baja,Daños a la propiedad,Fraude,Puebla,7611,2684,Secuestro,Estafa,Contrabando,Homofobia,Despecho,Robo,Tráfico de especies,Financiera,2024-06-11,Alto,Resuelto,35,93,57,77,654,2,1,0,82,37
Alta,Contrabando,Personal,Querétaro,2598,5837,Homicidio,Fraude,Lavado de dinero,Xenofobia,Rencor,Vandalismo,Tráfico de especies,Criminal,2024-04-03,Alto,Resuelto,48,11,98,9,36,11,0,0,73,97
Alta,Acoso verbal,Económica,Reynosa,1149,2183,Violación,Fraude,Contrabando,Xenofobia,Rencor,Vandalismo,Caza ilegal,Criminal,2024-03-03,Ninguno,Resuelto,70,35,24,14,452,24,0,1,3,83
Baja,Violencia doméstica,Personal,Hermosillo,2223,1977,Violación,Hurto,Lavado de dinero,Homofobia,Celos,Robo,Tráfico de especies,Criminal,2024-01-30,Alto,Resuelto,54,5,89,32,368,4,1,1,16,94
Alta,Fraude bancario,Fraude,Torreón,5090,1412,Violación,Fraude,Fraude bancario,Racismo,Celos,Vandalismo,Tráfico de especies,Fraude,2024-03-12,Bajo,Resuelto,15,97,51,69,376,11,0,1,75,93
Baja,Daños a la propiedad,Personal,Guadalajara,7514,7024,Secuestro,Hurto,Lavado de dinero,Xenofobia,Rencor,Robo,Robo de ganado,Criminal,2024-01-15,Bajo,Resuelto,68,43,81,51,701,0,0,1,4,53
Baja,Acoso verbal,Protesta,Querétaro,825,1296,Homicidio,Hurto,Fraude bancario,Homofobia,Celos,Vandalismo,Caza ilegal,Criminal,2023-12-31,Alto,Resuelto,9,22,65,57,155,0,0,0,57,65
Media,Violencia doméstica,Fraude,Tijuana,5983,3331,Secuestro,Estafa,Fraude bancario,Racismo,Rencor,Asalto,Caza ilegal,Criminal,2023-10-13,Alto,Resuelto,95,21,49,11,900,6,0,0,11,87
Alta,Ciberacoso,Rencor,Zacatecas,3670,207,Violación,Estafa,Contrabando,Racismo,Celos,Robo,Tráfico de especies,Financiera,2024-06-23,Alto,No resuelto,30,55,71,5,341,4,1,1,54,61
Baja,Homicidio,Personal,Durango,7326,9534,Asalto,Fraude,Lavado de dinero,Xenofobia,Despecho,Asalto,Tráfico de especies,Fraude,2024-08-09,Ninguno,No resuelto,23,0,47,28,789,4,0,1,86,7
Baja,Ciberacoso,Financiera,La Paz,8329,6213,Asalto,Estafa,Contrabando,Homofobia,Celos,Vandalismo,Caza ilegal,Fraude,2024-05-24,Bajo,Resuelto,75,69,32,61,788,11,0,0,98,92
Alta,Violencia doméstica,Fraude,Torreón,8058,8873,Extorsión,Fraude,Contrabando,Homofobia,Despecho,Asalto,Tráfico de especies,Fraude,2024-01-05,Ninguno,No resuelto,86,50,37,33,163,21,0,1,37,71
Baja,Secuestro,Protesta,Chihuahua,7962,2735,Secuestro,Hurto,Contrabando,Xenofobia,Celos,Vandalismo,Caza ilegal,Fraude,2024-05-18,Bajo,Resuelto,21,53,6,55,580,13,1,0,3,38
Baja,Ciberacoso,Económica,León,9601,1877,Homicidio,Estafa,Lavado de dinero,Racismo,Despecho,Robo,Robo de ganado,Criminal,2024-02-14,Bajo,Resuelto,32,8,97,91,541,5,0,1,66,85
Alta,Fraude bancario,Rescate,Veracruz,557,5642,Homicidio,Estafa,Lavado de dinero,Xenofobia,Despecho,Robo,Caza ilegal,Oportunidad,2023-10-16,Bajo,Resuelto,43,44,80,32,695,7,0,1,89,43
Alta,Robo de vehículos,Personal,Tijuana,7719,1308,Secuestro,Robo menor,Lavado de dinero,Xenofobia,Celos,Asalto,Tráfico de especies,Oportunidad,2024-08-31,Bajo,Resuelto,61,98,18,56,44,12,1,0,65,19
Baja,Hurto menor,Protesta,Chihuahua,999,2075,Violación,Estafa,Contrabando,Xenofobia,Celos,Robo,Tráfico de especies,Oportunidad,2024-02-03,Ninguno,No resuelto,22,66,53,6,320,14,0,0,78,63
Alta,Asalto con violencia,Protesta,Guadalajara,7477,3898,Homicidio,Estafa,Lavado de dinero,Homofobia,Despecho,Asalto,Robo de ganado,Financiera,2024-08-17,Bajo,No resuelto,39,62,64,19,724,10,0,0,2,69
Media,Robo de identidad,Rescate,Toluca,4183,2595,Homicidio,Hurto,Lavado de dinero,Racismo,Despecho,Robo,Tráfico de especies,Criminal,2024-05-25,Ninguno,No resuelto,69,100,34,76,375,9,0,1,65,85
Media,Hurto,Fraude,Monterrey,6743,4379,Asalto,Estafa,Fraude bancario,Racismo,Rencor,Vandalismo,Robo de ganado,Criminal,2024-03-15,Ninguno,Resuelto,28,60,7,74,526,5,1,0,75,59
Alta,Extorsión,Económica,León,9554,3500,Asalto,Estafa,Contrabando,Homofobia,Despecho,Asalto,Tráfico de especies,Financiera,2024-07-25,Bajo,No resuelto,42,95,100,32,680,4,0,0,73,82
Baja,Acoso verbal,Fraude,Mexicali,1690,8110,Secuestro,Fraude,Lavado de dinero,Racismo,Celos,Robo,Robo de ganado,Criminal,2024-07-19,Bajo,Resuelto,42,86,46,15,826,12,0,1,55,57
Baja,Daños a la propiedad,Financiera,Hermosillo,95,2095,Secuestro,Hurto,Lavado de dinero,Racismo,Celos,Vandalismo,Robo de ganado,Criminal,2024-06-12,Alto,No resuelto,62,48,100,21,199,23,1,0,7,89
Media,Daños a la propiedad,Personal,Monterrey,3635,3663,Violación,Estafa,Fraude bancario,Racismo,Despecho,Robo,Tráfico de especies,Oportunidad,2024-08-14,Bajo,No resuelto,76,8,69,13,347,6,1,0,46,35
Alta,Extorsión,Financiera,Aguascalientes,3191,4993,Violación,Estafa,Fraude bancario,Xenofobia,Celos,Robo,Caza ilegal,Fraude,2024-05-27,Alto,Resuelto,96,67,84,11,572,0,1,1,57,28
Alta,Acoso verbal,Rescate,La Paz,4946,6617,Asalto,Robo menor,Fraude bancario,Xenofobia,Celos,Asalto,Tráfico de especies,Financiera,2024-07-08,Alto,No resuelto,28,24,11,48,434,20,0,1,43,58
Alta,Extorsión,Protesta,Durango,7339,68,Extorsión,Estafa,Contrabando,Racismo,Despecho,Robo,Robo de ganado,Fraude,2024-02-23,Bajo,Resuelto,68,74,76,30,972,9,0,1,14,74
Alta,Ciberacoso,Financiera,Chihuahua,4887,6715,Asalto,Hurto,Fraude bancario,Homofobia,Celos,Vandalismo,Caza ilegal,Financiera,2024-01-01,Bajo,Resuelto,94,96,26,43,132,7,0,0,26,38
Baja,Asalto con violencia,Rescate,Guadalajara,8250,2366,Homicidio,Estafa,Fraude bancario,Homofobia,Despecho,Vandalismo,Caza ilegal,Fraude,2024-06-09,Bajo,No resuelto,50,95,10,51,786,19,0,0,81,95
Baja,Estafa,Rescate,La Paz,7498,4485,Asalto,Hurto,Fraude bancario,Racismo,Celos,Vandalismo,Robo de ganado,Oportunidad,2024-02-19,Alto,No resuelto,36,49,62,50,677,12,1,0,91,98
Alta,Robo de identidad,Protesta,Monterrey,513,1304,Violación,Hurto,Fraude bancario,Xenofobia,Rencor,Vandalismo,Robo de ganado,Fraude,2024-07-29,Bajo,No resuelto,71,77,24,85,851,24,1,0,8,32
Alta,Vandalismo,Rencor,Veracruz,6313,6333,Secuestro,Hurto,Fraude bancario,Racismo,Rencor,Robo,Caza ilegal,Financiera,2024-04-14,Ninguno,Resuelto,88,23,100,68,545,8,0,0,93,56
Baja,Asalto con violencia,Criminal,Monterrey,7111,707,Homicidio,Robo menor,Contrabando,Racismo,Despecho,Vandalismo,Caza ilegal,Fraude,2024-07-02,Bajo,No resuelto,38,82,18,55,494,15,1,1,32,66
Baja,Tráfico de drogas,Criminal,Hermosillo,6797,7387,Homicidio,Robo menor,Contrabando,Xenofobia,Rencor,Robo,Robo de ganado,Oportunidad,2024-04-17,Alto,Resuelto,81,14,54,63,772,9,1,1,74,42
Alta,Homicidio,Protesta,Monterrey,2119,9706,Homicidio,Estafa,Contrabando,Racismo,Celos,Asalto,Tráfico de especies,Criminal,2023-12-06,Ninguno,No resuelto,50,69,92,100,461,9,0,1,47,26
Media,Fraude electrónico,Financiera,Monterrey,7857,4741,Violación,Estafa,Lavado de dinero,Xenofobia,Celos,Vandalismo,Caza ilegal,Fraude,2024-05-24,Alto,Resuelto,10,42,27,31,342,21,1,0,3,89
Media,Daños a la propiedad,Financiera,Torreón,7054,6037,Asalto,Fraude,Contrabando,Homofobia,Despecho,Robo,Robo de ganado,Financiera,2024-04-18,Alto,No resuelto,8,58,69,24,82,14,1,0,91,46
Alta,Homicidio,Oportunidad,León,873,2802,Extorsión,Robo menor,Contrabando,Homofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-01-29,Alto,Resuelto,22,48,45,75,971,13,1,1,58,98
Baja,Fraude bancario,Rescate,Monterrey,4242,8137,Violación,Robo menor,Lavado de dinero,Xenofobia,Rencor,Vandalismo,Tráfico de especies,Financiera,2024-04-08,Bajo,Resuelto,83,57,39,67,426,12,1,0,43,20
Baja,Robo de vehículos,Protesta,Aguascalientes,6934,8274,Secuestro,Estafa,Lavado de dinero,Racismo,Celos,Robo,Tráfico de especies,Oportunidad,2024-03-28,Ninguno,No resuelto,6,26,91,39,874,16,0,1,45,62
Alta,Fraude bancario,Financiera,Hermosillo,1975,7449,Secuestro,Fraude,Contrabando,Homofobia,Rencor,Robo,Tráfico de especies,Financiera,2024-08-26,Bajo,No resuelto,42,62,44,46,64,21,0,0,32,22
Alta,Violencia doméstica,Rescate,Saltillo,8985,684,Asalto,Robo menor,Lavado de dinero,Homofobia,Rencor,Asalto,Robo de ganado,Fraude,2024-05-08,Alto,No resuelto,80,37,86,96,973,13,0,0,24,91
Media,Fraude electrónico,Financiera,Torreón,3069,801,Violación,Estafa,Lavado de dinero,Homofobia,Rencor,Vandalismo,Robo de ganado,Financiera,2024-08-27,Bajo,Resuelto,25,56,5,75,923,12,0,1,5,63
Baja,Violencia doméstica,Rencor,Toluca,623,6215,Violación,Fraude,Contrabando,Homofobia,Despecho,Vandalismo,Caza ilegal,Criminal,2024-07-10,Bajo,No resuelto,38,78,33,12,42,1,0,0,24,46
Baja,Hurto,Rencor,Durango,8981,5551,Homicidio,Robo menor,Lavado de dinero,Xenofobia,Despecho,Asalto,Caza ilegal,Oportunidad,2024-03-13,Bajo,Resuelto,5,46,19,11,947,7,0,0,84,64
Media,Asalto con violencia,Protesta,Querétaro,8852,7208,Extorsión,Estafa,Contrabando,Racismo,Celos,Asalto,Robo de ganado,Criminal,2024-07-14,Ninguno,No resuelto,14,90,15,60,119,11,1,1,14,71
Media,Asalto con violencia,Criminal,Toluca,6407,1128,Violación,Robo menor,Lavado de dinero,Xenofobia,Despecho,Vandalismo,Caza ilegal,Fraude,2024-05-11,Bajo,No resuelto,4,84,58,66,631,21,1,1,71,34
Baja,Tráfico de drogas,Económica,Durango,7134,8472,Extorsión,Fraude,Lavado de dinero,Racismo,Rencor,Vandalismo,Robo de ganado,Criminal,2024-10-11,Alto,Resuelto,7,71,82,10,562,8,0,1,16,19
Alta,Asalto con violencia,Rescate,Toluca,2412,9231,Violación,Estafa,Contrabando,Racismo,Rencor,Asalto,Caza ilegal,Oportunidad,2024-10-04,Ninguno,Resuelto,16,92,5,12,110,9,0,1,10,71
Baja,Ciberacoso,Personal,Saltillo,9407,9813,Extorsión,Robo menor,Contrabando,Xenofobia,Despecho,Vandalismo,Robo de ganado,Oportunidad,2023-11-12,Bajo,No resuelto,35,57,92,74,57,22,0,1,67,84
Baja,Homicidio,Económica,Ciudad de México,7599,2933,Asalto,Fraude,Contrabando,Xenofobia,Despecho,Vandalismo,Tráfico de especies,Criminal,2024-03-04,Bajo,No resuelto,66,97,38,3,308,17,1,0,88,73
Alta,Vandalismo,Protesta,Saltillo,3499,2596,Homicidio,Estafa,Contrabando,Homofobia,Despecho,Robo,Caza ilegal,Financiera,2023-11-19,Alto,Resuelto,6,18,100,69,712,18,0,0,16,94
Alta,Vandalismo,Rencor,Monterrey,7665,3608,Secuestro,Robo menor,Contrabando,Xenofobia,Celos,Asalto,Robo de ganado,Oportunidad,2024-01-10,Bajo,No resuelto,10,92,86,95,267,19,0,1,77,46
Baja,Robo de vehículos,Oportunidad,Zacatecas,8909,2023,Extorsión,Hurto,Contrabando,Homofobia,Despecho,Vandalismo,Tráfico de especies,Financiera,2024-01-01,Alto,Resuelto,68,34,38,64,915,24,1,0,67,22
Alta,Secuestro,Rencor,Puebla,7057,4774,Secuestro,Estafa,Lavado de dinero,Homofobia,Despecho,Vandalismo,Tráfico de especies,Fraude,2024-07-06,Alto,Resuelto,97,41,48,72,529,2,0,1,17,0
Alta,Ciberacoso,Rescate,Tijuana,2746,3389,Secuestro,Hurto,Lavado de dinero,Xenofobia,Rencor,Robo,Caza ilegal,Fraude,2024-05-05,Alto,Resuelto,13,75,69,20,675,24,1,0,71,61
Alta,Ciberacoso,Rencor,Puebla,2320,425,Asalto,Robo menor,Fraude bancario,Homofobia,Celos,Robo,Robo de ganado,Criminal,2024-06-09,Alto,No resuelto,64,39,42,36,216,22,1,0,10,65
Alta,Extorsión,Fraude,Toluca,4744,1681,Violación,Robo menor,Lavado de dinero,Homofobia,Despecho,Asalto,Tráfico de especies,Oportunidad,2023-11-18,Alto,No resuelto,24,5,22,4,574,10,1,0,6,61
Alta,Ciberacoso,Económica,Ciudad de México,9393,327,Homicidio,Hurto,Contrabando,Xenofobia,Despecho,Robo,Tráfico de especies,Financiera,2024-03-20,Alto,Resuelto,87,27,34,39,146,1,0,1,24,95
Alta,Contrabando,Criminal,Querétaro,6602,7026,Extorsión,Fraude,Fraude bancario,Xenofobia,Rencor,Asalto,Caza ilegal,Oportunidad,2024-06-28,Alto,Resuelto,45,76,71,21,688,17,1,0,85,94
Media,Tráfico de drogas,Oportunidad,Tijuana,5845,1584,Secuestro,Hurto,Lavado de dinero,Racismo,Despecho,Vandalismo,Tráfico de especies,Fraude,2024-02-16,Bajo,Resuelto,64,99,10,35,429,6,0,0,57,39
Baja,Asalto con violencia,Protesta,Mexicali,5023,7803,Secuestro,Fraude,Contrabando,Racismo,Celos,Robo,Caza ilegal,Financiera,2024-01-06,Ninguno,No resuelto,25,27,72,1,94,2,1,0,8,85
Baja,Asalto con violencia,Financiera,Puebla,9769,8304,Violación,Robo menor,Fraude bancario,Xenofobia,Despecho,Vandalismo,Tráfico de especies,Oportunidad,2023-11-02,Alto,No resuelto,57,87,67,97,142,21,0,0,0,40
Baja,Acoso verbal,Oportunidad,La Paz,1226,9280,Homicidio,Robo menor,Fraude bancario,Xenofobia,Despecho,Asalto,Caza ilegal,Financiera,2024-09-19,Ninguno,Resuelto,10,6,71,89,293,6,1,1,77,60
Alta,Violencia doméstica,Rencor,Ciudad de México,2070,9706,Secuestro,Estafa,Contrabando,Racismo,Despecho,Vandalismo,Caza ilegal,Oportunidad,2024-06-17,Bajo,Resuelto,45,41,66,82,845,24,1,0,8,15
Alta,Acoso verbal,Financiera,Durango,3599,3430,Homicidio,Hurto,Contrabando,Homofobia,Rencor,Vandalismo,Robo de ganado,Financiera,2024-10-03,Alto,No resuelto,16,11,74,34,28,4,1,0,71,37
Baja,Homicidio,Personal,León,7830,140,Secuestro,Estafa,Contrabando,Xenofobia,Despecho,Asalto,Robo de ganado,Fraude,2024-03-24,Bajo,Resuelto,34,73,51,86,701,13,1,1,23,67
Media,Hurto menor,Fraude,Chihuahua,5517,7475,Violación,Hurto,Fraude bancario,Racismo,Rencor,Vandalismo,Caza ilegal,Fraude,2024-05-23,Ninguno,Resuelto,4,51,58,17,898,19,0,0,42,67
Media,Tráfico de drogas,Criminal,La Paz,9724,2099,Asalto,Robo menor,Fraude bancario,Homofobia,Rencor,Robo,Robo de ganado,Financiera,2024-05-23,Bajo,No resuelto,2,17,39,49,972,3,0,1,75,83
Media,Hurto,Oportunidad,León,7701,4234,Extorsión,Robo menor,Contrabando,Homofobia,Celos,Vandalismo,Tráfico de especies,Financiera,2024-02-12,Alto,Resuelto,20,30,38,21,241,0,0,0,74,33
Alta,Ciberacoso,Protesta,Torreón,1523,1632,Violación,Fraude,Lavado de dinero,Racismo,Rencor,Vandalismo,Robo de ganado,Fraude,2024-01-17,Bajo,No resuelto,81,22,79,10,268,10,0,0,72,32
Alta,Tráfico de drogas,Fraude,León,2854,5086,Homicidio,Fraude,Fraude bancario,Racismo,Celos,Vandalismo,Caza ilegal,Criminal,2024-06-24,Bajo,Resuelto,54,14,55,41,621,4,1,1,52,6
Alta,Ciberacoso,Personal,Zacatecas,1076,910,Extorsión,Fraude,Contrabando,Xenofobia,Rencor,Asalto,Tráfico de especies,Criminal,2024-06-25,Bajo,No resuelto,80,58,6,4,770,24,1,0,12,59
Media,Ciberacoso,Financiera,Torreón,9272,3527,Asalto,Fraude,Lavado de dinero,Xenofobia,Rencor,Robo,Tráfico de especies,Fraude,2023-11-15,Alto,No resuelto,76,36,6,7,61,20,1,0,85,2
Media,Fraude electrónico,Rescate,Chihuahua,5146,7385,Secuestro,Hurto,Fraude bancario,Homofobia,Despecho,Asalto,Caza ilegal,Fraude,2024-05-19,Bajo,No resuelto,32,86,31,24,304,18,1,1,85,89
Media,Violencia doméstica,Rescate,La Paz,633,38,Asalto,Hurto,Lavado de dinero,Xenofobia,Celos,Robo,Robo de ganado,Financiera,2024-01-30,Ninguno,Resuelto,64,0,30,56,136,19,0,0,44,23
Baja,Ciberacoso,Económica,Toluca,828,8084,Asalto,Robo menor,Fraude bancario,Racismo,Celos,Vandalismo,Caza ilegal,Oportunidad,2024-04-02,Alto,Resuelto,8,41,62,79,94,4,0,0,74,64
Baja,Contrabando,Oportunidad,Monterrey,3101,4427,Secuestro,Fraude,Lavado de dinero,Homofobia,Celos,Asalto,Caza ilegal,Oportunidad,2024-08-15,Ninguno,Resuelto,60,14,67,26,569,10,1,1,100,100
Alta,Fraude bancario,Protesta,Saltillo,3140,4666,Secuestro,Robo menor,Fraude bancario,Homofobia,Despecho,Asalto,Caza ilegal,Oportunidad,2024-06-17,Bajo,No resuelto,20,52,73,93,434,3,0,1,75,25
Media,Ciberacoso,Personal,Reynosa,4208,8393,Violación,Estafa,Contrabando,Xenofobia,Rencor,Asalto,Caza ilegal,Oportunidad,2023-10-25,Ninguno,No resuelto,100,70,28,60,904,5,0,1,7,58
Media,Estafa,Financiera,Torreón,4020,3141,Violación,Estafa,Contrabando,Xenofobia,Celos,Robo,Robo de ganado,Financiera,2024-07-18,Ninguno,No resuelto,69,4,38,63,560,16,1,0,98,70
Baja,Homicidio,Oportunidad,Torreón,8255,4025,Asalto,Robo menor,Lavado de dinero,Xenofobia,Celos,Vandalismo,Caza ilegal,Financiera,2024-07-27,Bajo,No resuelto,12,17,52,1,878,6,1,0,20,91
Alta,Violencia doméstica,Fraude,Veracruz,4357,1874,Extorsión,Hurto,Lavado de dinero,Xenofobia,Rencor,Asalto,Tráfico de especies,Criminal,2024-03-07,Ninguno,Resuelto,28,41,76,74,545,24,0,1,74,39
Baja,Daños a la propiedad,Protesta,Zacatecas,9534,8806,Homicidio,Hurto,Contrabando,Racismo,Despecho,Asalto,Caza ilegal,Fraude,2023-12-06,Ninguno,No resuelto,63,73,0,7,838,5,1,0,12,14
